"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","location"
"50162750","LOCA MADRES INC.","Manhattan","1802","65TH ST",,"7188971732",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"0","0",,,,,"1",,
"50165264","CAFE CHOCOLAT BK LLC","Brooklyn","1417","AVENUE J","11230","8455488230",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.625108397073","-73.962073967291","314","44","053000","3179617","3067077501","BK43","POINT (-73.962073967291 40.625108397073)"
"50172639","TAWNY","Manhattan","173","HENRY STREET","10002","9087701278",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.71347949423","-73.988983638263","103","01","000600","1003614","1002840011","MN28","POINT (-73.988983638263 40.71347949423)"
"50151047","MILLY'S","Brooklyn","397","GREENE AVENUE","11216","7182553220",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.687933924872","-73.955223125747","303","36","023300","3398075","3019547501","BK75","POINT (-73.955223125747 40.687933924872)"
"50128104","LIBERTY RESTAURANT","Queens","12916","LIBERTY AVE","11419","7183234285","Fusion","2025-01-29T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2025-10-22T06:00:11.000","Trans Fat / Re-inspection","40.689365145503","-73.816081875288","410","28","015801","4204833","4095830007","QN55","POINT (-73.816081875288 40.689365145503)"
"50105583","MD ISLAM","Bronx","399","EAST  149 STREET","10455","6315681643",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.816167825403","-73.918047720088","201","17","006500","2000859","2023280025","BX34","POINT (-73.918047720088 40.816167825403)"
"50159786","KUN TSUKI XTRA","Manhattan","464","WEST   51 STREET","10019","646675522_",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.764825893973","-73.990224166623","104","03","013300","1026709","1010600160","MN15","POINT (-73.990224166623 40.764825893973)"
"50176726","EDUAR2 TACO PIZZA MEXITALIAN","Bronx","4235","KATONAH AVENUE","10470","9143125149",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.896721971034","-73.867043493787","212","11","044902","2100707","2033740034","BX62","POINT (-73.867043493787 40.896721971034)"
"50173456","SEVEN FISH CUISINE BK INC.","Brooklyn","782","47 STREET","11220","6462363392",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.643136890435","-74.002551188578","307","38","009400","3012431","3007680039","BK34","POINT (-74.002551188578 40.643136890435)"
"50177837","CIBAO RESTAURANT NY CORP","Manhattan","72","CLINTON STREET","10002","6463998289",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.719245796903","-73.98497113651","103","01","002201","1004125","1003440173","MN28","POINT (-73.98497113651 40.719245796903)"
"50173513","228 ASIAN BISTRO","Brooklyn","228","DUFFIELD STREET","11201","3473921179",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.691298465676","-73.984393290305","302","33","001500","3424452","3001450032","BK38","POINT (-73.984393290305 40.691298465676)"
"50159376","MEMBERS RESTAURANT AT THE TWENTY TWO","Manhattan","16","EAST   16 STREET","10003","2123024040",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.737114940483","-73.992180433313","105","02","005200","1016077","1008430039","MN13","POINT (-73.992180433313 40.737114940483)"
"50163417","L' APPARTEMENT 4F","Manhattan","119","WEST   10 STREET","10011","9177553943",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.734743730001","-73.999574215087","102","03","007100","1010572","1006060093","MN23","POINT (-73.999574215087 40.734743730001)"
"50152630","CLOSE UP","Manhattan","154","ORCHARD STREET","10002","7036877554",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.720780565274","-73.988856161206","103","01","003001","1005344","1004110005","MN27","POINT (-73.988856161206 40.720780565274)"
"50165159","TAQUERIA GREEN VALLEY","Brooklyn","154","CARLTON AVENUE","11205","9296662879",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.692880035215","-73.972799395633","302","35","018300","3058293","3020720030","BK68","POINT (-73.972799395633 40.692880035215)"
"50143606","BROOKLYN KURA","Brooklyn","34","34 STREET","11232","7143361286",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.657607193275","-74.006880338253","307","38","001800","3336900","3006870001","BK32","POINT (-74.006880338253 40.657607193275)"
"50152254","MIGUEL CAMAS","Manhattan","958","SAINT NICHOLAS AVENUE","10032","3474397799",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.833193610322","-73.940597886533","112","10","023900","1062506","1021080033","MN36","POINT (-73.940597886533 40.833193610322)"
"50173677","FROZEN HORIZON LLC","Bronx","3163","EAST TREMONT AVENUE","10461","8084394781",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.83736307606","-73.834326327017","210","13","018400","2087410","2053510022","BX52","POINT (-73.834326327017 40.83736307606)"
"50176996","NO.1 CHINESE RESTAURANT 888 INC.","Bronx","3004","EASTCHESTER ROAD","10469","7183796197",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.869614588989","-73.842749789216","212","12","035800","2061935","2047660039","BX03","POINT (-73.842749789216 40.869614588989)"
"50177369","TACHI - 339 W44 LLC","Manhattan","339","WEST   44 STREET","10036","5162250311",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.759037182883","-73.990033707091","104","03","012100","1024989","1010350012","MN15","POINT (-73.990033707091 40.759037182883)"
"50084602","SAN MARCOS CAFE","Bronx","949 A&B","WESTCHESTER AVE",,"9176881846","Latin American","2024-04-05T00:00:00.000","Violations were cited in the following area(s).","09E","Wash hands sign not posted near or above hand washing sink.","Not Critical","25",,,"2025-10-22T06:00:09.000","Cycle Inspection / Initial Inspection","0","0",,,,,"2",,
"50171431","SOL ET SOLEIL LLC","Brooklyn","14","BUSHWICK AVENUE","11211","9178557438",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.714318918918","-73.941880197468","301","34","049700","3068918","3027660016","BK90","POINT (-73.941880197468 40.714318918918)"
"50144114","KOUKLI","Manhattan","42","WEST   42 STREET","10036","9176704937",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.754068239421","-73.982321170752","105","04","008400","1085593","1012570002","MN17","POINT (-73.982321170752 40.754068239421)"
"50170298","KILLSBORO LLC","Staten Island","814","RICHMOND TERRACE","10301","3472778680",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.644718701595","-74.099405053953","501","49","008100","5001742","5000700020","SI22","POINT (-74.099405053953 40.644718701595)"
"50142942","COMMONPOINT QUEENS","Queens","8217","PARSONS BLVD","11432","7182685057",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.717903796424","-73.808434411037","408","24","126700","4442434","4068587501","QN38","POINT (-73.808434411037 40.717903796424)"
"50171396","KNORI HANDROLL BAR","Brooklyn","121","GREENPOINT AVENUE","11222","9179091816",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.730093651695","-73.955371484009","301","33","056500","3064724","3025580059","BK76","POINT (-73.955371484009 40.730093651695)"
"50177858","KELANG","Brooklyn","715","MANHATTAN AVENUE","11222","6464590668",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.725939476051","-73.952040606051","301","33","056100","3065593","3026190023","BK76","POINT (-73.952040606051 40.725939476051)"
"50172765","REYES ANTOJITOS DOMINICANOS","Queens","47-54","46 STREET","11377","3479016473",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.740163708835","-73.919307158614","402","26","018502","4002051","4001700052","QN31","POINT (-73.919307158614 40.740163708835)"
"41396671","STAND 324","Bronx","1","EAST  161 STREET","10451","9172843260","American","2024-09-27T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0","A","2024-09-27T00:00:00.000","2025-10-22T06:00:09.000","Cycle Inspection / Initial Inspection","40.829028434834","-73.928496459645","204","16","006300","2114490","2024930001","BX63","POINT (-73.928496459645 40.829028434834)"
"50177990","MEZEH","Manhattan","1700","BROADWAY","10019","7187015366",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.763334557175","-73.982398119522","105","04","013100","1024836","1010250025","MN17","POINT (-73.982398119522 40.763334557175)"
"50146124","L’ARTUSI SUPPER CLUB","Manhattan","105","CHRISTOPHER STREET","10014","9175024239",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.73330262614","-74.004867554043","102","03","007300","1076912","1006190038","MN23","POINT (-74.004867554043 40.73330262614)"
"50172360","PHO DRAGON RESTAURANT CORP","Manhattan","47","WEST   14 STREET","10011","7182340160",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.736653984289","-73.99515385089","105","02","005400","1015285","1008160013","MN13","POINT (-73.99515385089 40.736653984289)"
"41305723","CANNELLE PATISSERIE","Bronx","7559","31 AVENUE",,"7185656200","French","2025-02-19T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","10","A","2025-02-19T00:00:00.000","2025-10-22T06:00:09.000","Cycle Inspection / Re-inspection","0","0",,,,,"2",,
"50172361","FATEH AND BROTHERS LLC","Brooklyn","5119A","AVENUE U",,"7182880892",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"0","0",,,,,"3",,
"50168117","HALAL MUNCHIES","Queens","6628","FRESH POND RD","11385","9293965384",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.708145349708","-73.897845316194","405","30","058700","4084890","4035280071","QN20","POINT (-73.897845316194 40.708145349708)"
"50178002","DARK NECESSITY LLC","Brooklyn","679","CLASSON AVENUE","11238","9177578180",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.677038680077","-73.959279123259","308","35","030500","3028287","3011490004","BK61","POINT (-73.959279123259 40.677038680077)"
"50173743","AAMA'S KITCHEN","Queens","7219","ROOSEVELT AVE","11372","3478089595",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.74665848247","-73.893238696929","403","25","026500","4314443","4012830092","QN50","POINT (-73.893238696929 40.74665848247)"
"50159517","PHOGRAND","Queens","15616","NORTHERN BLVD","11354","7187668892",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.763983764376","-73.808900614657","407","20","117100","4444996","4052750001","QN51","POINT (-73.808900614657 40.763983764376)"
"50173758","ROMAINE EMPIRE INC FARMER'S FRIDGE","Manhattan","5141","BROADWAY","10034","3122290099",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.872378804051","-73.912666496098","112","10","029700","1065045","1022440100","MN99","POINT (-73.912666496098 40.872378804051)"
"50178093","LE PIN DAO BUSINESS MANAGEMENT INC.","Queens","27-53","JACKSON AVENUE","11101","9173063883",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.74812775132","-73.939573261808","402","26","001900","4000000","4004320003","QN31","POINT (-73.939573261808 40.74812775132)"
"50176398","MELT SHOP","Manhattan","352","PARK AVENUE SOUTH","10010","2159970667",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.741752906188","-73.985229477097","105","02","005600","1016745","1008550016","MN13","POINT (-73.985229477097 40.741752906188)"
"50155219","MOROCCAN BITES","Queens","3708","28TH AVE","11103","9172922257",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.766139867803","-73.915138440855","401","22","006502","4010706","4006610019","QN70","POINT (-73.915138440855 40.766139867803)"
"50174179","ROMAINE EMPIRE INC","Bronx","111","EAST  210 STREET","10467","3122290099",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.879878631338","-73.880479157235","207","11","042100","2096399","2033270001","BX43","POINT (-73.880479157235 40.879878631338)"
"50148655","CANTINA LA 87","Queens","8701","NORTHERN BLVD","11372","4077502423",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.756063290823","-73.880583064368","403","25","033900","4034811","4014170047","QN28","POINT (-73.880583064368 40.756063290823)"
"50177574","METATE RESTAURANT GROUP LLC","Bronx","600","BERGEN AVENUE","10455","3472701476",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.816742226667","-73.915297660493","201","17","007100","2127129","2023617501","BX34","POINT (-73.915297660493 40.816742226667)"
"50170986","A&J ASSOCIATED CORP","Brooklyn","1882","FULTON STREET","11233","3476817176",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.678999874582","-73.92426305556","303","41","029900","3399547","3017040010","BK61","POINT (-73.92426305556 40.678999874582)"
"50172790","KAWSAR SWEET HOUSE LLC","Queens","7806","101ST AVE","11416","3475896919",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.680426394148","-73.859450773035","409","32","004401","4188764","4090790035","QN56","POINT (-73.859450773035 40.680426394148)"
"50173603","ALL BURU","Brooklyn","64","LAFAYETTE AVENUE","11217","9293696565",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.687094632588","-73.975365458994","302","35","003500","3059298","3021160012","BK68","POINT (-73.975365458994 40.687094632588)"
"50167960","NEUHAUS INC","Manhattan","4","PENN PLZ","10121","6466413694",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.750654836632","-73.991944239076","105","03","010100","1082908","1007810001","MN17","POINT (-73.991944239076 40.750654836632)"
"50063280","ENZO'S OF ARTHUR AVE","Bronx",,"ARTHUR AVE","10458","7187334455","Italian","2025-05-28T00:00:00.000","Violations were cited in the following area(s).","09E","Wash hands sign not posted near or above hand washing sink.","Not Critical","36",,,"2025-10-22T06:00:09.000","Cycle Inspection / Initial Inspection",,,,,,,,,
"50049514","BRASS RIZ & GRILL EXPRESS","Queens","227-02/08","LINDEN BLVD",,"9175570106","Creole","2023-06-22T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","78",,,"2025-10-22T06:00:09.000","Cycle Inspection / Initial Inspection","0","0",,,,,"4",,
"50171409","WU JIA YOU TIAN SWEETNESS INC.","Queens","4005","SKILLMAN AVE","11104","9296715566",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.747195864681","-73.923416505935","402","26","017100","4002375","4001830292","QN31","POINT (-73.923416505935 40.747195864681)"
"50166912","EKO","Brooklyn","11010","FLATLANDS AVENUE","11207","3478563985",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2025-10-22T06:00:14.000",,"40.650185867823","-73.891054827852","318","42","105804","3387550","3082350048","BK93","POINT (-73.891054827852 40.650185867823)"
